BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
50.0 1.8 312.0 62.0 1.1 "2011-01-26 01:55:00" 59.0 1.3 17.0 -48.0
48.0 1.8 314.0 61.0 1.2 "2011-01-26 01:55:00" 55.0 1.1 18.0 -46.0
48.0 3.0 320.0 63.0 3.1 "2011-01-26 01:55:00" 56.0 1.3 18.0 -40.0
49.0 3.0 322.0 63.0 3.1 "2011-01-26 01:55:00" 57.0 1.3 18.0 -38.0
49.0 3.0 324.0 65.0 2.8 "2011-01-26 01:55:00" 57.0 1.7 18.0 -36.0
51.0 2.1 326.0 65.0 2.8 "2011-01-26 01:55:00" 58.0 1.5 18.0 -34.0
54.0 3.8 348.0 67.0 3.1 "2011-01-26 01:55:00" 63.0 2.6 20.0 -12.0
53.0 4.6 350.0 67.0 3.1 "2011-01-26 01:55:00" 65.0 2.5 20.0 -10.0
53.0 5.1 352.0 67.0 2.5 "2011-01-26 01:55:00" 65.0 2.5 20.0 -8.0
54.0 4.8 354.0 66.0 2.5 "2011-01-26 01:55:00" 65.0 2.5 20.0 -6.0
55.0 4.5 0.0 67.0 3.4 "2011-01-26 01:55:00" 61.0 0.8 21.0 0.0
54.0 4.9 2.0 68.0 3.4 "2011-01-26 01:55:00" 62.0 2.1 21.0 2.0
53.0 5.3 4.0 68.0 3.2 "2011-01-26 01:55:00" 62.0 2.2 21.0 4.0
56.0 3.6 8.0 70.0 2.4 "2011-01-26 01:55:00" 67.0 1.4 21.0 8.0
55.0 4.4 10.0 70.0 2.4 "2011-01-26 01:55:00" 65.0 3.5 21.0 10.0
49.0 6.2 14.0 66.0 3.5 "2011-01-26 01:55:00" 59.0 0.9 22.0 14.0
50.0 5.3 16.0 70.0 2.3 "2011-01-26 01:55:00" 62.0 1.7 22.0 16.0
55.0 3.9 18.0 69.0 3.3 "2011-01-26 01:55:00" 62.0 1.7 22.0 18.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
53.0 2.5 312.0 63.0 0.8 "2011-01-26 02:00:00" 63.0 0.8 18.0 -48.0
48.0 3.1 322.0 69.0 2.7 "2011-01-26 02:00:00" 58.0 1.3 18.0 -38.0
48.0 3.6 324.0 69.0 2.7 "2011-01-26 02:00:00" 59.0 1.9 18.0 -36.0
52.0 1.8 326.0 66.0 2.7 "2011-01-26 02:00:00" 59.0 1.9 19.0 -34.0
47.0 2.4 330.0 64.0 3.4 "2011-01-26 02:00:00" 55.0 2.5 19.0 -30.0
54.0 3.8 350.0 67.0 3.1 "2011-01-26 02:00:00" 62.0 1.9 20.0 -10.0
52.0 5.2 352.0 67.0 2.5 "2011-01-26 02:00:00" 65.0 2.5 20.0 -8.0
53.0 5.3 354.0 67.0 2.5 "2011-01-26 02:00:00" 65.0 2.5 20.0 -6.0
56.0 2.5 0.0 67.0 3.4 "2011-01-26 02:00:00" 62.0 0.8 21.0 0.0
55.0 4.3 2.0 68.0 3.4 "2011-01-26 02:00:00" 61.0 0.8 21.0 2.0
53.0 5.4 4.0 68.0 3.5 "2011-01-26 02:00:00" 62.0 2.6 21.0 4.0
53.0 5.4 6.0 68.0 2.4 "2011-01-26 02:00:00" 63.0 2.8 21.0 6.0
50.0 5.3 14.0 66.0 3.4 "2011-01-26 02:00:00" 59.0 0.9 22.0 14.0
50.0 5.4 16.0 70.0 2.3 "2011-01-26 02:00:00" 61.0 1.8 22.0 16.0
55.0 3.9 18.0 69.0 3.9 "2011-01-26 02:00:00" 62.0 1.8 22.0 18.0
57.0 3.6 20.0 70.0 1.2 "2011-01-26 02:00:00" 64.0 2.9 22.0 20.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
55.0 1.7 312.0 63.0 0.8 "2011-01-26 02:05:00" 63.0 0.8 18.0 -48.0
50.0 1.8 316.0 64.0 2.7 "2011-01-26 02:05:00" 57.0 1.4 18.0 -44.0
47.0 1.5 320.0 63.0 1.3 "2011-01-26 02:05:00" 57.0 1.3 18.0 -40.0
48.0 2.8 322.0 69.0 2.7 "2011-01-26 02:05:00" 58.0 1.3 18.0 -38.0
48.0 3.4 324.0 68.0 3.3 "2011-01-26 02:05:00" 58.0 2.1 18.0 -36.0
52.0 1.9 326.0 65.0 2.6 "2011-01-26 02:05:00" 59.0 2.4 19.0 -34.0
51.0 2.2 328.0 65.0 2.6 "2011-01-26 02:05:00" 58.0 2.0 19.0 -32.0
51.0 5.1 352.0 67.0 3.1 "2011-01-26 02:05:00" 65.0 3.1 20.0 -8.0
53.0 5.3 354.0 67.0 2.5 "2011-01-26 02:05:00" 65.0 2.5 20.0 -6.0
55.0 3.9 356.0 66.0 2.5 "2011-01-26 02:05:00" 62.0 0.8 21.0 -4.0
57.0 2.8 0.0 63.0 0.8 "2011-01-26 02:05:00" 63.0 0.8 21.0 0.0
55.0 4.3 2.0 67.0 3.5 "2011-01-26 02:05:00" 61.0 0.8 21.0 2.0
53.0 5.3 4.0 68.0 3.5 "2011-01-26 02:05:00" 61.0 2.3 21.0 4.0
52.0 5.6 6.0 67.0 3.5 "2011-01-26 02:05:00" 61.0 2.4 21.0 6.0
52.0 5.3 12.0 68.0 2.4 "2011-01-26 02:05:00" 64.0 3.4 22.0 12.0
50.0 5.9 14.0 65.0 3.4 "2011-01-26 02:05:00" 59.0 2.2 22.0 14.0
50.0 6.4 16.0 69.0 3.9 "2011-01-26 02:05:00" 60.0 0.8 22.0 16.0
55.0 3.8 18.0 69.0 3.9 "2011-01-26 02:05:00" 62.0 2.3 22.0 18.0
56.0 3.6 20.0 70.0 1.1 "2011-01-26 02:05:00" 64.0 2.9 22.0 20.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
57.0 2.4 272.0 70.0 1.9 "2011-01-26 03:45:00" 64.0 1.2 17.0 -88.0
57.0 2.4 274.0 70.0 2.0 "2011-01-26 03:45:00" 64.0 1.3 17.0 -86.0
56.0 3.0 276.0 70.0 2.1 "2011-01-26 03:45:00" 65.0 1.5 17.0 -84.0
54.0 2.8 278.0 70.0 2.4 "2011-01-26 03:45:00" 64.0 2.3 17.0 -82.0
53.0 2.1 280.0 70.0 2.6 "2011-01-26 03:45:00" 62.0 2.1 17.0 -80.0
49.0 1.8 286.0 70.0 2.7 "2011-01-26 03:45:00" 60.0 2.5 18.0 -74.0
47.0 1.7 292.0 67.0 1.7 "2011-01-26 03:45:00" 57.0 0.7 18.0 -68.0
47.0 1.7 294.0 66.0 2.1 "2011-01-26 03:45:00" 56.0 1.0 18.0 -66.0
47.0 1.6 296.0 67.0 2.1 "2011-01-26 03:45:00" 57.0 1.0 18.0 -64.0
45.0 1.5 308.0 62.0 1.8 "2011-01-26 03:45:00" 53.0 1.0 19.0 -52.0
49.0 1.5 330.0 70.0 1.3 "2011-01-26 03:45:00" 64.0 0.3 21.0 -30.0
55.0 3.0 352.0 69.0 2.1 "2011-01-26 03:45:00" 63.0 1.8 22.0 -8.0
55.0 3.3 354.0 70.0 1.9 "2011-01-26 03:45:00" 63.0 1.9 22.0 -6.0
54.0 3.8 356.0 70.0 1.9 "2011-01-26 03:45:00" 63.0 1.9 22.0 -4.0
53.0 3.7 0.0 67.0 2.4 "2011-01-26 03:45:00" 61.0 0.7 23.0 0.0
53.0 3.5 2.0 67.0 2.3 "2011-01-26 03:45:00" 61.0 1.2 23.0 2.0
52.0 4.3 4.0 64.0 1.1 "2011-01-26 03:45:00" 60.0 1.6 23.0 4.0
54.0 3.0 10.0 70.0 0.4 "2011-01-26 03:45:00" 66.0 2.6 23.0 10.0
54.0 3.6 12.0 70.0 0.2 "2011-01-26 03:45:00" 66.0 2.6 23.0 12.0
54.0 3.6 14.0 67.0 2.6 "2011-01-26 03:45:00" 62.0 1.7 24.0 14.0
55.0 2.2 18.0 70.0 0.6 "2011-01-26 03:45:00" 64.0 1.9 24.0 18.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
54.0 2.9 268.0 70.0 1.9 "2011-01-26 03:55:00" 65.0 1.9 17.0 -92.0
56.0 2.1 276.0 70.0 1.9 "2011-01-26 03:55:00" 64.0 1.9 17.0 -84.0
55.0 2.7 278.0 70.0 2.0 "2011-01-26 03:55:00" 63.0 2.2 17.0 -82.0
54.0 2.1 280.0 69.0 2.1 "2011-01-26 03:55:00" 61.0 1.3 17.0 -80.0
50.0 2.0 286.0 68.0 1.9 "2011-01-26 03:55:00" 59.0 2.3 18.0 -74.0
47.0 2.6 288.0 70.0 2.5 "2011-01-26 03:55:00" 59.0 2.4 18.0 -72.0
47.0 1.9 292.0 70.0 1.5 "2011-01-26 03:55:00" 59.0 2.4 18.0 -68.0
47.0 1.7 294.0 70.0 1.5 "2011-01-26 03:55:00" 58.0 0.9 18.0 -66.0
49.0 1.6 302.0 66.0 3.4 "2011-01-26 03:55:00" 57.0 0.8 19.0 -58.0
46.0 1.2 304.0 63.0 0.0 "2011-01-26 03:55:00" 55.0 0.7 19.0 -56.0
46.0 2.2 310.0 64.0 1.1 "2011-01-26 03:55:00" 55.0 0.8 19.0 -50.0
46.0 2.4 314.0 62.0 1.1 "2011-01-26 03:55:00" 54.0 0.8 20.0 -46.0
45.0 1.6 316.0 63.0 1.9 "2011-01-26 03:55:00" 54.0 0.9 20.0 -44.0
45.0 1.9 318.0 64.0 1.7 "2011-01-26 03:55:00" 55.0 1.2 20.0 -42.0
46.0 1.9 338.0 70.0 3.0 "2011-01-26 03:55:00" 58.0 2.2 21.0 -22.0
47.0 2.4 340.0 70.0 2.9 "2011-01-26 03:55:00" 60.0 2.4 21.0 -20.0
54.0 3.6 352.0 68.0 2.5 "2011-01-26 03:55:00" 63.0 1.1 22.0 -8.0
54.0 3.3 354.0 67.0 1.3 "2011-01-26 03:55:00" 65.0 1.7 22.0 -6.0
54.0 3.7 356.0 66.0 1.5 "2011-01-26 03:55:00" 63.0 1.6 23.0 -4.0
54.0 4.7 0.0 66.0 2.3 "2011-01-26 03:55:00" 62.0 1.0 23.0 0.0
54.0 3.9 2.0 70.0 2.3 "2011-01-26 03:55:00" 62.0 1.5 23.0 2.0
54.0 2.8 4.0 70.0 2.3 "2011-01-26 03:55:00" 63.0 1.1 23.0 4.0
55.0 3.0 6.0 70.0 2.3 "2011-01-26 03:55:00" 61.0 1.7 23.0 6.0
55.0 2.7 8.0 70.0 1.8 "2011-01-26 03:55:00" 60.0 1.7 23.0 8.0
55.0 2.1 10.0 70.0 1.8 "2011-01-26 03:55:00" 60.0 1.7 23.0 10.0
54.0 3.5 12.0 66.0 2.7 "2011-01-26 03:55:00" 59.0 0.9 24.0 12.0
54.0 3.5 14.0 67.0 2.7 "2011-01-26 03:55:00" 59.0 0.7 24.0 14.0
53.0 5.5 16.0 66.0 2.7 "2011-01-26 03:55:00" 59.0 0.6 24.0 16.0
55.0 2.1 18.0 70.0 0.7 "2011-01-26 03:55:00" 64.0 1.9 0.0 18.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
57.0 2.3 264.0 70.0 2.4 "2011-01-26 04:05:00" 65.0 2.4 17.0 -96.0
70.0 2.2 274.0 59.0 1.4 "2011-01-26 04:05:00" 65.0 1.6 17.0 -86.0
54.0 2.2 280.0 68.0 1.8 "2011-01-26 04:05:00" 61.0 1.1 18.0 -80.0
52.0 1.9 282.0 68.0 2.4 "2011-01-26 04:05:00" 60.0 1.3 18.0 -78.0
55.0 1.7 284.0 67.0 2.4 "2011-01-26 04:05:00" 61.0 1.3 18.0 -76.0
51.0 1.9 286.0 67.0 2.3 "2011-01-26 04:05:00" 59.0 1.6 18.0 -74.0
51.0 1.8 288.0 65.0 2.3 "2011-01-26 04:05:00" 58.0 1.3 18.0 -72.0
47.0 3.1 290.0 70.0 2.0 "2011-01-26 04:05:00" 58.0 1.1 18.0 -70.0
48.0 2.1 292.0 69.0 1.8 "2011-01-26 04:05:00" 59.0 1.2 18.0 -68.0
47.0 1.9 302.0 67.0 1.9 "2011-01-26 04:05:00" 57.0 0.6 19.0 -58.0
45.0 1.1 310.0 65.0 1.0 "2011-01-26 04:05:00" 56.0 0.8 20.0 -50.0
48.0 2.5 314.0 63.0 1.0 "2011-01-26 04:05:00" 58.0 0.8 20.0 -46.0
46.0 1.9 316.0 63.0 1.2 "2011-01-26 04:05:00" 57.0 0.8 20.0 -44.0
47.0 2.3 318.0 64.0 1.6 "2011-01-26 04:05:00" 56.0 0.7 20.0 -42.0
46.0 1.9 320.0 65.0 1.6 "2011-01-26 04:05:00" 56.0 1.0 20.0 -40.0
46.0 2.0 338.0 62.0 2.8 "2011-01-26 04:05:00" 54.0 2.7 22.0 -22.0
45.0 2.3 340.0 69.0 2.9 "2011-01-26 04:05:00" 56.0 2.5 22.0 -20.0
54.0 3.8 350.0 68.0 0.9 "2011-01-26 04:05:00" 63.0 2.8 22.0 -10.0
54.0 4.7 358.0 66.0 1.5 "2011-01-26 04:05:00" 65.0 1.5 23.0 -2.0
55.0 4.7 0.0 66.0 1.1 "2011-01-26 04:05:00" 64.0 1.2 23.0 0.0
55.0 3.5 2.0 67.0 2.2 "2011-01-26 04:05:00" 62.0 1.0 23.0 2.0
54.0 3.4 4.0 70.0 2.4 "2011-01-26 04:05:00" 62.0 1.0 23.0 4.0
54.0 3.0 6.0 70.0 2.4 "2011-01-26 04:05:00" 62.0 0.1 23.0 6.0
56.0 2.1 8.0 70.0 1.8 "2011-01-26 04:05:00" 61.0 0.1 24.0 8.0
55.0 2.6 14.0 67.0 2.8 "2011-01-26 04:05:00" 60.0 0.7 24.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
58.0 2.5 266.0 70.0 2.8 "2011-01-26 04:15:00" 64.0 1.8 17.0 -94.0
55.0 1.8 278.0 70.0 2.3 "2011-01-26 04:15:00" 62.0 1.1 18.0 -82.0
55.0 1.4 280.0 65.0 2.3 "2011-01-26 04:15:00" 60.0 1.5 18.0 -80.0
54.0 1.8 282.0 66.0 2.5 "2011-01-26 04:15:00" 60.0 1.2 18.0 -78.0
45.0 2.6 286.0 69.0 4.7 "2011-01-26 04:15:00" 56.0 1.7 18.0 -74.0
48.0 1.6 294.0 67.0 2.6 "2011-01-26 04:15:00" 57.0 1.1 19.0 -66.0
46.0 2.3 300.0 70.0 1.8 "2011-01-26 04:15:00" 58.0 1.2 19.0 -60.0
47.0 2.3 302.0 67.0 1.9 "2011-01-26 04:15:00" 57.0 0.3 19.0 -58.0
46.0 1.2 304.0 66.0 1.9 "2011-01-26 04:15:00" 56.0 0.4 19.0 -56.0
47.0 2.3 314.0 66.0 1.7 "2011-01-26 04:15:00" 58.0 0.7 20.0 -46.0
46.0 1.5 316.0 66.0 1.0 "2011-01-26 04:15:00" 59.0 0.8 20.0 -44.0
48.0 1.7 318.0 66.0 1.0 "2011-01-26 04:15:00" 59.0 0.9 20.0 -42.0
46.0 2.0 338.0 62.0 2.6 "2011-01-26 04:15:00" 55.0 2.5 22.0 -22.0
50.0 4.8 346.0 69.0 3.3 "2011-01-26 04:15:00" 62.0 0.4 22.0 -14.0
55.0 3.2 350.0 68.0 1.0 "2011-01-26 04:15:00" 64.0 2.7 22.0 -10.0
55.0 3.8 2.0 67.0 2.1 "2011-01-26 04:15:00" 62.0 0.7 23.0 2.0
54.0 3.9 4.0 67.0 2.1 "2011-01-26 04:15:00" 62.0 0.9 23.0 4.0
55.0 3.4 6.0 70.0 2.6 "2011-01-26 04:15:00" 63.0 1.0 24.0 6.0
56.0 1.6 8.0 70.0 2.4 "2011-01-26 04:15:00" 62.0 0.1 24.0 8.0
56.0 1.2 10.0 70.0 2.1 "2011-01-26 04:15:00" 62.0 0.1 24.0 10.0
54.0 3.3 12.0 70.0 1.8 "2011-01-26 04:15:00" 61.0 0.6 24.0 12.0
55.0 2.5 14.0 67.0 2.9 "2011-01-26 04:15:00" 61.0 0.6 0.0 14.0
54.0 4.0 16.0 67.0 2.9 "2011-01-26 04:15:00" 61.0 1.1 0.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
58.0 2.7 266.0 70.0 3.0 "2011-01-26 04:20:00" 64.0 1.7 17.0 -94.0
55.0 1.3 280.0 65.0 2.5 "2011-01-26 04:20:00" 60.0 1.4 18.0 -80.0
54.0 1.6 282.0 66.0 2.7 "2011-01-26 04:20:00" 60.0 1.3 18.0 -78.0
54.0 1.8 284.0 70.0 2.9 "2011-01-26 04:20:00" 62.0 1.2 18.0 -76.0
45.0 2.6 286.0 66.0 2.3 "2011-01-26 04:20:00" 56.0 1.7 18.0 -74.0
50.0 1.9 290.0 62.0 1.6 "2011-01-26 04:20:00" 56.0 1.4 19.0 -70.0
48.0 1.7 294.0 64.0 2.5 "2011-01-26 04:20:00" 56.0 1.2 19.0 -66.0
47.0 1.6 296.0 64.0 2.5 "2011-01-26 04:20:00" 56.0 1.2 19.0 -64.0
46.0 2.2 300.0 69.0 1.9 "2011-01-26 04:20:00" 57.0 0.7 19.0 -60.0
47.0 2.3 302.0 68.0 1.9 "2011-01-26 04:20:00" 57.0 0.4 19.0 -58.0
45.0 2.0 304.0 63.0 1.2 "2011-01-26 04:20:00" 55.0 0.5 20.0 -56.0
47.0 2.2 314.0 66.0 1.6 "2011-01-26 04:20:00" 57.0 0.8 20.0 -46.0
47.0 2.3 316.0 66.0 1.0 "2011-01-26 04:20:00" 58.0 0.6 20.0 -44.0
49.0 2.0 318.0 69.0 2.3 "2011-01-26 04:20:00" 59.0 0.9 20.0 -42.0
50.0 2.2 320.0 68.0 2.2 "2011-01-26 04:20:00" 59.0 0.9 21.0 -40.0
50.0 2.0 326.0 70.0 1.8 "2011-01-26 04:20:00" 60.0 0.9 21.0 -34.0
50.0 1.8 328.0 70.0 1.8 "2011-01-26 04:20:00" 60.0 0.9 21.0 -32.0
47.0 3.0 332.0 65.0 1.5 "2011-01-26 04:20:00" 59.0 1.3 21.0 -28.0
46.0 2.0 338.0 62.0 2.1 "2011-01-26 04:20:00" 56.0 2.3 22.0 -22.0
45.0 2.3 340.0 63.0 2.6 "2011-01-26 04:20:00" 56.0 2.4 22.0 -20.0
50.0 4.8 346.0 68.0 2.9 "2011-01-26 04:20:00" 61.0 0.6 22.0 -14.0
55.0 4.4 2.0 67.0 1.1 "2011-01-26 04:20:00" 64.0 0.7 23.0 2.0
55.0 3.6 4.0 67.0 2.1 "2011-01-26 04:20:00" 62.0 0.7 24.0 4.0
55.0 3.8 6.0 70.0 2.6 "2011-01-26 04:20:00" 63.0 0.7 24.0 6.0
56.0 2.1 8.0 70.0 2.6 "2011-01-26 04:20:00" 63.0 0.1 24.0 8.0
56.0 1.3 10.0 69.0 2.6 "2011-01-26 04:20:00" 63.0 0.1 24.0 10.0
55.0 2.3 12.0 70.0 2.1 "2011-01-26 04:20:00" 62.0 5.6 0.0 12.0
54.0 4.0 16.0 67.0 2.9 "2011-01-26 04:20:00" 60.0 1.3 0.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
57.0 3.0 264.0 70.0 3.1 "2011-01-26 04:30:00" 64.0 3.0 17.0 -96.0
58.0 2.9 266.0 70.0 3.1 "2011-01-26 04:30:00" 64.0 1.6 17.0 -94.0
54.0 4.1 278.0 68.0 1.8 "2011-01-26 04:30:00" 61.0 0.8 18.0 -82.0
54.0 1.7 280.0 65.0 2.5 "2011-01-26 04:30:00" 59.0 1.6 18.0 -80.0
54.0 1.5 282.0 70.0 3.2 "2011-01-26 04:30:00" 62.0 1.1 18.0 -78.0
46.0 2.6 286.0 66.0 3.8 "2011-01-26 04:30:00" 56.0 1.8 18.0 -74.0
45.0 2.5 288.0 65.0 0.8 "2011-01-26 04:30:00" 56.0 1.8 19.0 -72.0
49.0 2.4 292.0 62.0 2.2 "2011-01-26 04:30:00" 55.0 1.1 19.0 -68.0
48.0 1.9 294.0 62.0 2.7 "2011-01-26 04:30:00" 55.0 1.1 19.0 -66.0
47.0 1.7 296.0 63.0 2.7 "2011-01-26 04:30:00" 55.0 1.2 19.0 -64.0
46.0 1.7 298.0 63.0 2.7 "2011-01-26 04:30:00" 55.0 1.3 19.0 -62.0
45.0 2.2 300.0 67.0 2.7 "2011-01-26 04:30:00" 56.0 1.0 19.0 -60.0
46.0 2.4 302.0 65.0 1.9 "2011-01-26 04:30:00" 55.0 0.8 20.0 -58.0
51.0 2.8 320.0 68.0 2.1 "2011-01-26 04:30:00" 60.0 2.9 21.0 -40.0
52.0 2.0 322.0 69.0 2.1 "2011-01-26 04:30:00" 61.0 1.3 21.0 -38.0
52.0 2.1 324.0 68.0 2.0 "2011-01-26 04:30:00" 62.0 0.9 21.0 -36.0
52.0 3.7 326.0 70.0 1.8 "2011-01-26 04:30:00" 64.0 1.5 21.0 -34.0
48.0 2.2 334.0 65.0 1.5 "2011-01-26 04:30:00" 61.0 1.2 22.0 -26.0
47.0 2.1 336.0 64.0 1.5 "2011-01-26 04:30:00" 60.0 1.6 22.0 -24.0
49.0 4.4 346.0 69.0 2.9 "2011-01-26 04:30:00" 61.0 1.7 22.0 -14.0
55.0 3.0 4.0 68.0 1.1 "2011-01-26 04:30:00" 63.0 0.7 24.0 4.0
55.0 3.3 6.0 70.0 2.6 "2011-01-26 04:30:00" 63.0 0.7 24.0 6.0
56.0 2.1 8.0 70.0 2.6 "2011-01-26 04:30:00" 63.0 0.1 24.0 8.0
56.0 1.9 10.0 69.0 2.6 "2011-01-26 04:30:00" 63.0 0.1 0.0 10.0
55.0 3.6 12.0 68.0 2.6 "2011-01-26 04:30:00" 62.0 0.5 0.0 12.0
54.0 4.1 14.0 66.0 2.9 "2011-01-26 04:30:00" 60.0 1.2 0.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
57.0 3.1 264.0 70.0 2.9 "2011-01-26 04:40:00" 64.0 3.0 17.0 -96.0
53.0 1.8 278.0 66.0 2.3 "2011-01-26 04:40:00" 60.0 1.7 18.0 -82.0
51.0 2.8 280.0 66.0 2.3 "2011-01-26 04:40:00" 59.0 1.7 18.0 -80.0
49.0 2.6 284.0 69.0 3.9 "2011-01-26 04:40:00" 59.0 2.8 19.0 -76.0
45.0 3.2 290.0 64.0 1.7 "2011-01-26 04:40:00" 55.0 1.8 19.0 -70.0
48.0 2.1 294.0 63.0 2.8 "2011-01-26 04:40:00" 55.0 1.1 19.0 -66.0
47.0 1.9 296.0 61.0 2.8 "2011-01-26 04:40:00" 54.0 1.2 19.0 -64.0
46.0 2.0 302.0 64.0 1.9 "2011-01-26 04:40:00" 55.0 0.9 20.0 -58.0
46.0 1.9 304.0 62.0 2.0 "2011-01-26 04:40:00" 54.0 0.9 20.0 -56.0
45.0 1.6 312.0 62.0 1.8 "2011-01-26 04:40:00" 54.0 1.1 20.0 -48.0
48.0 2.9 314.0 64.0 1.7 "2011-01-26 04:40:00" 56.0 0.5 21.0 -46.0
48.0 3.2 316.0 64.0 1.7 "2011-01-26 04:40:00" 57.0 1.3 21.0 -44.0
50.0 2.7 318.0 64.0 1.7 "2011-01-26 04:40:00" 57.0 1.0 21.0 -42.0
52.0 2.4 320.0 63.0 1.5 "2011-01-26 04:40:00" 59.0 1.1 21.0 -40.0
52.0 2.5 322.0 67.0 2.0 "2011-01-26 04:40:00" 61.0 1.5 21.0 -38.0
51.0 3.2 326.0 67.0 1.6 "2011-01-26 04:40:00" 63.0 1.5 21.0 -34.0
48.0 2.9 344.0 68.0 3.0 "2011-01-26 04:40:00" 60.0 2.0 23.0 -16.0
55.0 3.4 4.0 70.0 2.9 "2011-01-26 04:40:00" 63.0 1.0 24.0 4.0
56.0 2.7 6.0 70.0 1.4 "2011-01-26 04:40:00" 63.0 1.0 0.0 6.0
55.0 3.4 8.0 70.0 2.4 "2011-01-26 04:40:00" 63.0 2.4 0.0 8.0
55.0 3.6 12.0 70.0 1.9 "2011-01-26 04:40:00" 62.0 0.4 0.0 12.0
55.0 3.6 14.0 67.0 2.7 "2011-01-26 04:40:00" 61.0 0.4 1.0 14.0
55.0 4.9 20.0 69.0 1.7 "2011-01-26 04:40:00" 62.0 0.4 1.0 20.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
58.0 2.8 264.0 70.0 2.7 "2011-01-26 04:50:00" 65.0 1.7 17.0 -96.0
70.0 3.0 266.0 58.0 2.6 "2011-01-26 04:50:00" 64.0 1.3 18.0 -94.0
58.0 2.4 268.0 70.0 2.7 "2011-01-26 04:50:00" 64.0 1.4 18.0 -92.0
52.0 2.5 278.0 68.0 2.8 "2011-01-26 04:50:00" 60.0 2.0 18.0 -82.0
52.0 2.2 280.0 67.0 2.8 "2011-01-26 04:50:00" 60.0 1.9 18.0 -80.0
48.0 2.3 294.0 60.0 3.0 "2011-01-26 04:50:00" 55.0 1.1 19.0 -66.0
48.0 1.8 296.0 62.0 3.0 "2011-01-26 04:50:00" 55.0 1.1 20.0 -64.0
46.0 1.9 302.0 63.0 2.1 "2011-01-26 04:50:00" 55.0 1.0 20.0 -58.0
46.0 1.1 310.0 60.0 2.1 "2011-01-26 04:50:00" 53.0 0.9 20.0 -50.0
47.0 2.1 314.0 63.0 1.7 "2011-01-26 04:50:00" 56.0 0.8 21.0 -46.0
48.0 2.9 316.0 63.0 1.8 "2011-01-26 04:50:00" 55.0 0.8 21.0 -44.0
49.0 2.9 318.0 64.0 1.8 "2011-01-26 04:50:00" 57.0 1.6 21.0 -42.0
51.0 2.6 320.0 63.0 1.7 "2011-01-26 04:50:00" 60.0 1.6 21.0 -40.0
50.0 5.1 348.0 68.0 4.0 "2011-01-26 04:50:00" 60.0 1.1 23.0 -12.0
53.0 4.1 350.0 70.0 3.3 "2011-01-26 04:50:00" 61.0 0.5 23.0 -10.0
54.0 3.7 352.0 69.0 3.3 "2011-01-26 04:50:00" 60.0 1.1 23.0 -8.0
52.0 4.4 354.0 70.0 3.3 "2011-01-26 04:50:00" 61.0 3.2 23.0 -6.0
54.0 4.8 2.0 70.0 2.6 "2011-01-26 04:50:00" 62.0 5.2 24.0 2.0
54.0 5.2 4.0 70.0 2.6 "2011-01-26 04:50:00" 62.0 2.6 0.0 4.0
56.0 2.4 6.0 70.0 1.6 "2011-01-26 04:50:00" 67.0 1.2 0.0 6.0
54.0 5.4 12.0 70.0 2.0 "2011-01-26 04:50:00" 63.0 4.2 1.0 12.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
58.0 2.8 264.0 70.0 2.4 "2011-01-26 04:55:00" 65.0 1.4 17.0 -96.0
54.0 2.1 280.0 67.0 2.3 "2011-01-26 04:55:00" 61.0 1.0 19.0 -80.0
48.0 2.3 288.0 67.0 5.2 "2011-01-26 04:55:00" 57.0 2.0 19.0 -72.0
46.0 3.5 290.0 64.0 2.8 "2011-01-26 04:55:00" 55.0 2.0 19.0 -70.0
51.0 2.2 294.0 60.0 0.2 "2011-01-26 04:55:00" 60.0 0.2 19.0 -66.0
48.0 1.7 296.0 62.0 3.0 "2011-01-26 04:55:00" 55.0 1.0 20.0 -64.0
46.0 1.7 302.0 62.0 2.2 "2011-01-26 04:55:00" 55.0 1.1 20.0 -58.0
46.0 1.4 308.0 57.0 0.5 "2011-01-26 04:55:00" 52.0 0.8 20.0 -52.0
