BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
51.0 2.2 314.0 66.0 1.2 "2011-01-26 08:15:00" 62.0 0.8 0.0 -46.0
51.0 2.2 316.0 67.0 2.1 "2011-01-26 08:15:00" 61.0 0.7 0.0 -44.0
51.0 2.2 318.0 68.0 2.1 "2011-01-26 08:15:00" 60.0 0.9 1.0 -42.0
52.0 1.8 320.0 69.0 2.0 "2011-01-26 08:15:00" 61.0 0.7 1.0 -40.0
53.0 1.7 326.0 66.0 1.5 "2011-01-26 08:15:00" 61.0 0.8 1.0 -34.0
52.0 2.8 328.0 67.0 2.1 "2011-01-26 08:15:00" 60.0 1.0 1.0 -32.0
50.0 3.1 330.0 67.0 2.1 "2011-01-26 08:15:00" 60.0 1.2 1.0 -30.0
52.0 2.8 332.0 70.0 1.8 "2011-01-26 08:15:00" 62.0 1.0 2.0 -28.0
55.0 1.3 334.0 70.0 1.8 "2011-01-26 08:15:00" 64.0 0.5 2.0 -26.0
53.0 4.3 348.0 67.0 2.4 "2011-01-26 08:15:00" 65.0 1.4 3.0 -12.0
55.0 4.1 350.0 67.0 2.4 "2011-01-26 08:15:00" 63.0 1.6 3.0 -10.0
54.0 4.4 352.0 67.0 2.4 "2011-01-26 08:15:00" 63.0 1.6 3.0 -8.0
53.0 5.1 354.0 66.0 1.0 "2011-01-26 08:15:00" 64.0 1.6 3.0 -6.0
53.0 5.2 356.0 68.0 4.2 "2011-01-26 08:15:00" 62.0 1.2 3.0 -4.0
54.0 4.6 358.0 68.0 2.1 "2011-01-26 08:15:00" 64.0 1.2 3.0 -2.0
54.0 4.6 0.0 69.0 4.2 "2011-01-26 08:15:00" 63.0 1.2 3.0 0.0
54.0 4.1 6.0 70.0 2.2 "2011-01-26 08:15:00" 62.0 0.7 4.0 6.0
54.0 4.0 8.0 70.0 2.2 "2011-01-26 08:15:00" 61.0 1.5 4.0 8.0
53.0 4.3 12.0 69.0 2.4 "2011-01-26 08:15:00" 62.0 4.4 4.0 12.0
54.0 4.3 16.0 70.0 3.5 "2011-01-26 08:15:00" 60.0 2.9 4.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
70.0 2.5 260.0 58.0 3.0 "2011-01-26 08:25:00" 65.0 2.1 21.0 -100.0
58.0 3.2 262.0 70.0 2.6 "2011-01-26 08:25:00" 65.0 2.1 21.0 -98.0
55.0 2.7 272.0 67.0 2.6 "2011-01-26 08:25:00" 61.0 1.8 22.0 -88.0
56.0 1.8 274.0 66.0 2.3 "2011-01-26 08:25:00" 61.0 1.6 22.0 -86.0
51.0 2.6 278.0 64.0 2.0 "2011-01-26 08:25:00" 58.0 0.8 22.0 -82.0
46.0 2.5 290.0 62.0 3.6 "2011-01-26 08:25:00" 54.0 1.4 23.0 -70.0
49.0 2.1 298.0 65.0 3.2 "2011-01-26 08:25:00" 57.0 0.6 23.0 -62.0
47.0 2.0 300.0 62.0 2.1 "2011-01-26 08:25:00" 55.0 1.6 24.0 -60.0
47.0 2.0 302.0 62.0 1.0 "2011-01-26 08:25:00" 56.0 1.5 24.0 -58.0
47.0 2.1 304.0 68.0 2.2 "2011-01-26 08:25:00" 56.0 1.4 24.0 -56.0
49.0 3.3 318.0 67.0 2.5 "2011-01-26 08:25:00" 60.0 2.6 1.0 -42.0
52.0 1.3 330.0 68.0 1.9 "2011-01-26 08:25:00" 61.0 1.2 2.0 -30.0
53.0 1.2 332.0 68.0 1.9 "2011-01-26 08:25:00" 61.0 1.2 2.0 -28.0
54.0 1.6 334.0 68.0 1.9 "2011-01-26 08:25:00" 63.0 0.8 2.0 -26.0
52.0 3.1 336.0 70.0 3.2 "2011-01-26 08:25:00" 63.0 0.7 2.0 -24.0
53.0 3.2 338.0 70.0 3.2 "2011-01-26 08:25:00" 63.0 0.6 2.0 -22.0
55.0 4.1 350.0 70.0 4.2 "2011-01-26 08:25:00" 62.0 1.7 3.0 -10.0
55.0 4.5 352.0 70.0 4.2 "2011-01-26 08:25:00" 62.0 1.6 3.0 -8.0
54.0 4.7 354.0 67.0 2.4 "2011-01-26 08:25:00" 63.0 1.6 3.0 -6.0
54.0 4.7 356.0 70.0 4.0 "2011-01-26 08:25:00" 62.0 1.4 3.0 -4.0
53.0 5.6 358.0 70.0 4.0 "2011-01-26 08:25:00" 62.0 1.3 3.0 -2.0
53.0 5.9 0.0 70.0 4.0 "2011-01-26 08:25:00" 63.0 1.0 4.0 0.0
54.0 4.9 2.0 70.0 4.0 "2011-01-26 08:25:00" 63.0 1.0 4.0 2.0
53.0 5.1 8.0 70.0 2.2 "2011-01-26 08:25:00" 63.0 0.2 4.0 8.0
55.0 3.4 10.0 70.0 2.2 "2011-01-26 08:25:00" 62.0 0.8 4.0 10.0
54.0 4.3 12.0 69.0 2.3 "2011-01-26 08:25:00" 61.0 1.3 4.0 12.0
54.0 4.0 14.0 69.0 2.3 "2011-01-26 08:25:00" 61.0 1.4 5.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
70.0 2.3 260.0 58.0 3.3 "2011-01-26 08:35:00" 65.0 2.1 21.0 -100.0
53.0 3.1 272.0 69.0 2.5 "2011-01-26 08:35:00" 61.0 1.8 22.0 -88.0
53.0 3.1 274.0 67.0 3.0 "2011-01-26 08:35:00" 60.0 1.6 22.0 -86.0
51.0 4.0 276.0 68.0 2.5 "2011-01-26 08:35:00" 60.0 1.5 22.0 -84.0
52.0 0.6 282.0 64.0 2.0 "2011-01-26 08:35:00" 58.0 0.6 23.0 -78.0
52.0 0.6 284.0 63.0 1.2 "2011-01-26 08:35:00" 58.0 0.7 23.0 -76.0
52.0 1.9 294.0 68.0 1.3 "2011-01-26 08:35:00" 60.0 0.3 23.0 -66.0
46.0 2.6 300.0 62.0 1.0 "2011-01-26 08:35:00" 55.0 1.6 24.0 -60.0
45.0 2.8 304.0 62.0 1.0 "2011-01-26 08:35:00" 54.0 1.2 0.0 -56.0
48.0 2.0 314.0 61.0 3.3 "2011-01-26 08:35:00" 54.0 1.5 1.0 -46.0
49.0 2.9 316.0 61.0 1.9 "2011-01-26 08:35:00" 56.0 1.5 1.0 -44.0
49.0 3.2 318.0 61.0 1.8 "2011-01-26 08:35:00" 57.0 1.8 1.0 -42.0
49.0 3.1 320.0 62.0 3.1 "2011-01-26 08:35:00" 55.0 1.7 1.0 -40.0
53.0 3.2 326.0 68.0 2.2 "2011-01-26 08:35:00" 63.0 1.2 2.0 -34.0
54.0 3.1 330.0 70.0 2.1 "2011-01-26 08:35:00" 64.0 0.9 2.0 -30.0
53.0 2.5 332.0 69.0 1.9 "2011-01-26 08:35:00" 63.0 0.9 2.0 -28.0
53.0 2.6 334.0 70.0 3.2 "2011-01-26 08:35:00" 63.0 0.7 2.0 -26.0
54.0 2.7 336.0 70.0 3.2 "2011-01-26 08:35:00" 63.0 0.7 2.0 -24.0
55.0 4.4 348.0 70.0 4.1 "2011-01-26 08:35:00" 63.0 1.4 3.0 -12.0
55.0 4.4 350.0 70.0 4.1 "2011-01-26 08:35:00" 63.0 1.7 3.0 -10.0
55.0 4.5 352.0 67.0 2.4 "2011-01-26 08:35:00" 64.0 1.5 3.0 -8.0
55.0 4.5 354.0 66.0 1.4 "2011-01-26 08:35:00" 64.0 1.4 3.0 -6.0
54.0 5.0 356.0 70.0 3.8 "2011-01-26 08:35:00" 63.0 1.2 4.0 -4.0
54.0 5.0 2.0 70.0 3.8 "2011-01-26 08:35:00" 62.0 0.5 4.0 2.0
56.0 3.2 10.0 70.0 2.1 "2011-01-26 08:35:00" 63.0 0.3 4.0 10.0
55.0 4.2 12.0 68.0 2.5 "2011-01-26 08:35:00" 62.0 0.3 5.0 12.0
54.0 4.9 14.0 68.0 2.3 "2011-01-26 08:35:00" 62.0 3.1 5.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
53.0 3.1 272.0 68.0 2.6 "2011-01-26 08:40:00" 61.0 1.9 22.0 -88.0
56.0 1.7 276.0 69.0 2.4 "2011-01-26 08:40:00" 62.0 1.7 22.0 -84.0
51.0 1.0 282.0 64.0 2.0 "2011-01-26 08:40:00" 58.0 0.6 23.0 -78.0
52.0 0.7 284.0 63.0 1.6 "2011-01-26 08:40:00" 58.0 0.6 23.0 -76.0
53.0 0.9 286.0 64.0 2.9 "2011-01-26 08:40:00" 58.0 0.6 23.0 -74.0
49.0 1.8 292.0 65.0 1.9 "2011-01-26 08:40:00" 57.0 0.7 23.0 -68.0
46.0 2.7 300.0 62.0 1.2 "2011-01-26 08:40:00" 55.0 1.5 24.0 -60.0
46.0 2.6 302.0 63.0 1.0 "2011-01-26 08:40:00" 55.0 1.3 24.0 -58.0
47.0 2.2 306.0 62.0 2.6 "2011-01-26 08:40:00" 55.0 1.3 0.0 -54.0
48.0 2.1 308.0 62.0 2.0 "2011-01-26 08:40:00" 56.0 1.3 0.0 -52.0
49.0 1.8 310.0 61.0 2.1 "2011-01-26 08:40:00" 55.0 1.2 1.0 -50.0
49.0 2.8 316.0 62.0 3.3 "2011-01-26 08:40:00" 56.0 1.4 1.0 -44.0
50.0 2.9 318.0 61.0 1.7 "2011-01-26 08:40:00" 56.0 1.5 1.0 -42.0
50.0 2.9 320.0 62.0 3.0 "2011-01-26 08:40:00" 56.0 1.6 1.0 -40.0
50.0 2.8 322.0 63.0 3.0 "2011-01-26 08:40:00" 56.0 1.7 1.0 -38.0
51.0 3.0 324.0 63.0 3.0 "2011-01-26 08:40:00" 57.0 1.8 1.0 -36.0
52.0 2.3 330.0 70.0 2.1 "2011-01-26 08:40:00" 62.0 1.0 2.0 -30.0
52.0 2.4 334.0 70.0 2.9 "2011-01-26 08:40:00" 63.0 1.0 2.0 -26.0
55.0 4.5 352.0 67.0 2.4 "2011-01-26 08:40:00" 65.0 2.3 3.0 -8.0
55.0 4.8 356.0 70.0 3.8 "2011-01-26 08:40:00" 62.0 1.9 4.0 -4.0
55.0 4.2 0.0 70.0 3.8 "2011-01-26 08:40:00" 62.0 1.3 4.0 0.0
54.0 5.4 2.0 67.0 4.0 "2011-01-26 08:40:00" 61.0 0.5 4.0 2.0
55.0 3.7 4.0 64.0 0.3 "2011-01-26 08:40:00" 63.0 0.3 4.0 4.0
55.0 4.5 10.0 70.0 2.1 "2011-01-26 08:40:00" 63.0 0.3 5.0 10.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
52.0 3.1 270.0 70.0 2.7 "2011-01-26 08:45:00" 61.0 2.7 22.0 -90.0
52.0 3.1 272.0 68.0 2.5 "2011-01-26 08:45:00" 60.0 1.8 22.0 -88.0
55.0 2.2 274.0 68.0 2.6 "2011-01-26 08:45:00" 61.0 1.8 22.0 -86.0
55.0 2.2 276.0 69.0 2.3 "2011-01-26 08:45:00" 62.0 1.7 22.0 -84.0
54.0 3.4 278.0 69.0 2.3 "2011-01-26 08:45:00" 62.0 1.7 22.0 -82.0
51.0 1.1 284.0 64.0 2.1 "2011-01-26 08:45:00" 58.0 0.7 23.0 -76.0
52.0 0.9 286.0 63.0 1.5 "2011-01-26 08:45:00" 58.0 0.5 23.0 -74.0
53.0 1.7 292.0 63.0 1.7 "2011-01-26 08:45:00" 58.0 0.3 23.0 -68.0
46.0 2.6 302.0 64.0 1.1 "2011-01-26 08:45:00" 55.0 1.2 0.0 -58.0
45.0 2.9 304.0 63.0 1.8 "2011-01-26 08:45:00" 55.0 1.1 0.0 -56.0
47.0 2.3 306.0 62.0 2.1 "2011-01-26 08:45:00" 55.0 1.3 0.0 -54.0
48.0 2.1 308.0 62.0 2.1 "2011-01-26 08:45:00" 56.0 1.3 0.0 -52.0
48.0 2.1 310.0 61.0 2.1 "2011-01-26 08:45:00" 54.0 1.6 1.0 -50.0
48.0 1.9 312.0 60.0 3.1 "2011-01-26 08:45:00" 54.0 1.4 1.0 -48.0
49.0 2.5 316.0 62.0 3.3 "2011-01-26 08:45:00" 56.0 1.3 1.0 -44.0
50.0 2.8 318.0 61.0 1.7 "2011-01-26 08:45:00" 56.0 1.4 1.0 -42.0
50.0 3.0 320.0 63.0 2.9 "2011-01-26 08:45:00" 56.0 1.6 1.0 -40.0
56.0 3.4 0.0 68.0 3.9 "2011-01-26 08:45:00" 62.0 1.5 4.0 0.0
55.0 4.1 2.0 70.0 3.8 "2011-01-26 08:45:00" 62.0 0.9 4.0 2.0
55.0 3.8 4.0 70.0 1.9 "2011-01-26 08:45:00" 64.0 0.3 4.0 4.0
54.0 5.0 6.0 70.0 2.0 "2011-01-26 08:45:00" 64.0 0.3 4.0 6.0
53.0 5.9 8.0 70.0 2.0 "2011-01-26 08:45:00" 65.0 2.2 4.0 8.0
54.0 4.8 16.0 70.0 3.9 "2011-01-26 08:45:00" 63.0 2.3 5.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
54.0 2.5 272.0 69.0 2.7 "2011-01-26 09:00:00" 61.0 1.8 22.0 -88.0
54.0 3.3 274.0 68.0 2.5 "2011-01-26 09:00:00" 61.0 1.8 22.0 -86.0
56.0 2.4 276.0 68.0 2.3 "2011-01-26 09:00:00" 62.0 1.9 23.0 -84.0
57.0 2.0 278.0 70.0 2.0 "2011-01-26 09:00:00" 63.0 1.5 23.0 -82.0
57.0 1.8 280.0 70.0 1.8 "2011-01-26 09:00:00" 64.0 1.7 23.0 -80.0
48.0 1.4 286.0 61.0 1.9 "2011-01-26 09:00:00" 54.0 0.8 23.0 -74.0
48.0 1.4 288.0 60.0 1.5 "2011-01-26 09:00:00" 54.0 0.8 23.0 -72.0
47.0 1.4 290.0 61.0 1.5 "2011-01-26 09:00:00" 54.0 0.9 24.0 -70.0
49.0 2.8 298.0 68.0 3.1 "2011-01-26 09:00:00" 59.0 0.2 0.0 -62.0
49.0 2.5 300.0 67.0 3.3 "2011-01-26 09:00:00" 58.0 0.3 0.0 -60.0
49.0 2.1 306.0 64.0 0.9 "2011-01-26 09:00:00" 60.0 1.2 1.0 -54.0
50.0 2.2 308.0 63.0 0.2 "2011-01-26 09:00:00" 61.0 1.1 1.0 -52.0
49.0 2.5 310.0 66.0 2.5 "2011-01-26 09:00:00" 58.0 1.2 1.0 -50.0
49.0 2.5 312.0 63.0 3.2 "2011-01-26 09:00:00" 56.0 1.0 1.0 -48.0
50.0 2.2 314.0 63.0 3.1 "2011-01-26 09:00:00" 57.0 1.0 1.0 -46.0
51.0 2.2 316.0 63.0 3.1 "2011-01-26 09:00:00" 57.0 1.1 1.0 -44.0
51.0 2.2 318.0 62.0 1.5 "2011-01-26 09:00:00" 57.0 1.2 1.0 -42.0
50.0 2.6 320.0 63.0 2.8 "2011-01-26 09:00:00" 57.0 1.4 2.0 -40.0
50.0 2.7 324.0 64.0 2.7 "2011-01-26 09:00:00" 60.0 2.1 2.0 -36.0
50.0 2.3 326.0 67.0 3.6 "2011-01-26 09:00:00" 59.0 2.2 2.0 -34.0
56.0 3.9 0.0 67.0 3.7 "2011-01-26 09:00:00" 62.0 1.7 4.0 0.0
55.0 5.2 4.0 70.0 1.9 "2011-01-26 09:00:00" 64.0 2.0 4.0 4.0
56.0 4.3 6.0 70.0 2.0 "2011-01-26 09:00:00" 64.0 1.2 5.0 6.0
56.0 4.0 8.0 70.0 2.2 "2011-01-26 09:00:00" 64.0 1.2 5.0 8.0
56.0 3.3 10.0 69.0 2.5 "2011-01-26 09:00:00" 63.0 0.5 5.0 10.0
57.0 2.5 12.0 67.0 2.5 "2011-01-26 09:00:00" 62.0 0.5 5.0 12.0
69.0 3.1 14.0 57.0 2.5 "2011-01-26 09:00:00" 63.0 0.5 5.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
70.0 2.6 270.0 56.0 3.3 "2011-01-26 09:35:00" 63.0 2.8 23.0 -90.0
51.0 1.8 288.0 66.0 1.4 "2011-01-26 09:35:00" 59.0 1.3 24.0 -72.0
50.0 1.6 290.0 65.0 1.4 "2011-01-26 09:35:00" 57.0 1.0 0.0 -70.0
47.0 1.9 292.0 66.0 1.4 "2011-01-26 09:35:00" 57.0 1.1 0.0 -68.0
48.0 1.8 294.0 67.0 4.2 "2011-01-26 09:35:00" 57.0 1.0 0.0 -66.0
49.0 2.5 296.0 66.0 2.6 "2011-01-26 09:35:00" 58.0 1.0 1.0 -64.0
50.0 2.5 298.0 65.0 2.5 "2011-01-26 09:35:00" 57.0 1.2 1.0 -62.0
50.0 2.5 300.0 65.0 1.6 "2011-01-26 09:35:00" 57.0 1.2 1.0 -60.0
48.0 2.6 302.0 67.0 2.5 "2011-01-26 09:35:00" 57.0 0.9 1.0 -58.0
49.0 2.3 304.0 68.0 2.6 "2011-01-26 09:35:00" 59.0 1.0 1.0 -56.0
49.0 2.5 308.0 68.0 1.1 "2011-01-26 09:35:00" 64.0 1.1 1.0 -52.0
50.0 2.6 310.0 69.0 1.1 "2011-01-26 09:35:00" 63.0 1.0 1.0 -50.0
52.0 2.2 316.0 66.0 1.2 "2011-01-26 09:35:00" 59.0 1.2 2.0 -44.0
52.0 2.2 318.0 68.0 2.5 "2011-01-26 09:35:00" 60.0 1.3 2.0 -42.0
53.0 2.6 320.0 68.0 2.5 "2011-01-26 09:35:00" 61.0 0.8 2.0 -40.0
55.0 2.4 324.0 68.0 2.5 "2011-01-26 09:35:00" 62.0 1.0 2.0 -36.0
54.0 4.0 344.0 70.0 3.5 "2011-01-26 09:35:00" 64.0 2.6 4.0 -16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
70.0 2.5 270.0 56.0 3.3 "2011-01-26 09:40:00" 65.0 2.6 23.0 -90.0
51.0 1.8 290.0 64.0 1.4 "2011-01-26 09:40:00" 58.0 0.9 0.0 -70.0
48.0 2.1 292.0 66.0 1.4 "2011-01-26 09:40:00" 57.0 1.1 0.0 -68.0
49.0 2.4 294.0 66.0 2.5 "2011-01-26 09:40:00" 58.0 0.7 0.0 -66.0
50.0 2.8 296.0 67.0 2.6 "2011-01-26 09:40:00" 58.0 0.7 1.0 -64.0
50.0 2.6 298.0 66.0 2.5 "2011-01-26 09:40:00" 58.0 0.8 1.0 -62.0
50.0 2.6 300.0 65.0 1.8 "2011-01-26 09:40:00" 58.0 0.7 1.0 -60.0
50.0 2.3 302.0 65.0 1.3 "2011-01-26 09:40:00" 57.0 1.0 1.0 -58.0
49.0 2.3 304.0 64.0 1.2 "2011-01-26 09:40:00" 57.0 1.0 1.0 -56.0
50.0 2.6 310.0 69.0 1.1 "2011-01-26 09:40:00" 61.0 0.4 2.0 -50.0
49.0 2.5 312.0 70.0 2.0 "2011-01-26 09:40:00" 62.0 1.5 2.0 -48.0
50.0 2.6 314.0 70.0 2.0 "2011-01-26 09:40:00" 61.0 1.6 2.0 -46.0
52.0 2.1 316.0 65.0 1.2 "2011-01-26 09:40:00" 59.0 0.9 2.0 -44.0
52.0 2.2 318.0 65.0 1.2 "2011-01-26 09:40:00" 59.0 1.2 2.0 -42.0
53.0 2.4 320.0 68.0 2.7 "2011-01-26 09:40:00" 60.0 0.7 2.0 -40.0
53.0 2.6 322.0 68.0 2.5 "2011-01-26 09:40:00" 61.0 2.2 2.0 -38.0
54.0 2.6 324.0 69.0 2.5 "2011-01-26 09:40:00" 63.0 0.9 2.0 -36.0
52.0 5.1 342.0 70.0 3.5 "2011-01-26 09:40:00" 64.0 2.6 4.0 -18.0
55.0 4.6 358.0 65.0 3.4 "2011-01-26 09:40:00" 61.0 1.4 5.0 -2.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
54.0 4.4 260.0 70.0 3.4 "2011-01-26 09:45:00" 62.0 2.7 22.0 -100.0
56.0 3.6 262.0 69.0 3.9 "2011-01-26 09:45:00" 62.0 2.6 22.0 -98.0
51.0 1.9 290.0 64.0 1.4 "2011-01-26 09:45:00" 58.0 0.9 0.0 -70.0
49.0 2.3 292.0 65.0 1.3 "2011-01-26 09:45:00" 57.0 0.8 0.0 -68.0
51.0 2.3 294.0 65.0 1.2 "2011-01-26 09:45:00" 58.0 0.5 1.0 -66.0
49.0 2.6 296.0 67.0 2.5 "2011-01-26 09:45:00" 58.0 0.6 1.0 -64.0
50.0 2.6 298.0 66.0 1.8 "2011-01-26 09:45:00" 58.0 0.6 1.0 -62.0
50.0 2.5 300.0 65.0 1.8 "2011-01-26 09:45:00" 58.0 0.6 1.0 -60.0
50.0 2.4 302.0 63.0 1.9 "2011-01-26 09:45:00" 56.0 1.0 1.0 -58.0
49.0 2.4 304.0 63.0 1.2 "2011-01-26 09:45:00" 56.0 1.0 1.0 -56.0
48.0 2.5 306.0 62.0 2.8 "2011-01-26 09:45:00" 55.0 1.0 1.0 -54.0
47.0 2.6 308.0 61.0 2.8 "2011-01-26 09:45:00" 55.0 1.3 1.0 -52.0
48.0 2.4 310.0 68.0 1.2 "2011-01-26 09:45:00" 59.0 1.4 2.0 -50.0
48.0 2.6 312.0 70.0 3.2 "2011-01-26 09:45:00" 60.0 1.0 2.0 -48.0
51.0 2.3 316.0 68.0 2.0 "2011-01-26 09:45:00" 59.0 0.9 2.0 -44.0
51.0 2.4 318.0 65.0 1.1 "2011-01-26 09:45:00" 58.0 1.0 2.0 -42.0
52.0 2.4 320.0 66.0 1.1 "2011-01-26 09:45:00" 59.0 0.9 2.0 -40.0
52.0 2.5 322.0 69.0 2.6 "2011-01-26 09:45:00" 61.0 2.2 2.0 -38.0
53.0 5.7 358.0 66.0 3.4 "2011-01-26 09:45:00" 61.0 1.7 5.0 -2.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 3.4 260.0 70.0 3.1 "2011-01-26 09:55:00" 64.0 2.1 22.0 -100.0
70.0 3.1 262.0 58.0 3.7 "2011-01-26 09:55:00" 64.0 2.2 23.0 -98.0
58.0 3.8 264.0 69.0 3.2 "2011-01-26 09:55:00" 64.0 2.3 23.0 -96.0
57.0 3.8 266.0 69.0 3.8 "2011-01-26 09:55:00" 63.0 2.7 23.0 -94.0
51.0 2.3 292.0 65.0 1.3 "2011-01-26 09:55:00" 58.0 1.3 1.0 -68.0
52.0 2.3 294.0 68.0 1.7 "2011-01-26 09:55:00" 60.0 1.3 1.0 -66.0
49.0 2.7 296.0 70.0 2.7 "2011-01-26 09:55:00" 59.0 0.5 1.0 -64.0
49.0 2.5 298.0 67.0 1.7 "2011-01-26 09:55:00" 59.0 0.4 1.0 -62.0
50.0 2.5 300.0 64.0 1.3 "2011-01-26 09:55:00" 57.0 0.7 1.0 -60.0
50.0 2.5 302.0 64.0 1.3 "2011-01-26 09:55:00" 57.0 0.7 1.0 -58.0
49.0 2.6 304.0 64.0 4.2 "2011-01-26 09:55:00" 57.0 1.0 1.0 -56.0
48.0 2.3 306.0 62.0 1.2 "2011-01-26 09:55:00" 56.0 1.1 2.0 -54.0
48.0 2.3 310.0 65.0 1.4 "2011-01-26 09:55:00" 56.0 1.1 2.0 -50.0
48.0 2.4 312.0 69.0 2.9 "2011-01-26 09:55:00" 58.0 0.9 2.0 -48.0
49.0 2.3 314.0 68.0 1.2 "2011-01-26 09:55:00" 59.0 0.9 2.0 -46.0
50.0 2.1 316.0 68.0 1.2 "2011-01-26 09:55:00" 59.0 1.2 2.0 -44.0
51.0 2.1 318.0 69.0 2.9 "2011-01-26 09:55:00" 60.0 1.6 2.0 -42.0
54.0 2.4 324.0 64.0 1.0 "2011-01-26 09:55:00" 64.0 1.0 3.0 -36.0
55.0 4.8 358.0 66.0 3.0 "2011-01-26 09:55:00" 61.0 1.7 5.0 -2.0
55.0 4.8 0.0 66.0 3.2 "2011-01-26 09:55:00" 61.0 1.6 5.0 0.0
55.0 4.7 2.0 65.0 3.2 "2011-01-26 09:55:00" 61.0 1.4 5.0 2.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
57.0 3.5 260.0 70.0 2.8 "2011-01-26 10:05:00" 64.0 2.1 23.0 -100.0
57.0 3.6 262.0 70.0 2.9 "2011-01-26 10:05:00" 65.0 2.7 23.0 -98.0
58.0 3.8 264.0 70.0 2.9 "2011-01-26 10:05:00" 65.0 2.3 23.0 -96.0
57.0 3.9 266.0 70.0 2.9 "2011-01-26 10:05:00" 65.0 2.3 23.0 -94.0
51.0 2.2 284.0 61.0 1.7 "2011-01-26 10:05:00" 56.0 1.5 0.0 -76.0
48.0 2.6 296.0 70.0 2.9 "2011-01-26 10:05:00" 59.0 1.0 1.0 -64.0
48.0 2.4 298.0 64.0 1.3 "2011-01-26 10:05:00" 56.0 1.0 1.0 -62.0
49.0 2.4 300.0 63.0 1.7 "2011-01-26 10:05:00" 56.0 1.0 1.0 -60.0
50.0 2.6 302.0 64.0 1.3 "2011-01-26 10:05:00" 57.0 0.8 1.0 -58.0
50.0 2.4 304.0 64.0 1.3 "2011-01-26 10:05:00" 58.0 0.8 2.0 -56.0
48.0 2.2 306.0 63.0 1.3 "2011-01-26 10:05:00" 56.0 1.1 2.0 -54.0
47.0 2.4 308.0 61.0 2.7 "2011-01-26 10:05:00" 54.0 1.4 2.0 -52.0
47.0 2.5 310.0 61.0 2.7 "2011-01-26 10:05:00" 55.0 1.3 2.0 -50.0
49.0 2.5 314.0 69.0 3.0 "2011-01-26 10:05:00" 58.0 0.9 2.0 -46.0
50.0 2.2 316.0 69.0 3.0 "2011-01-26 10:05:00" 58.0 0.9 2.0 -44.0
51.0 2.0 318.0 67.0 1.1 "2011-01-26 10:05:00" 61.0 1.2 2.0 -42.0
52.0 1.8 320.0 68.0 1.0 "2011-01-26 10:05:00" 62.0 1.1 3.0 -40.0
53.0 2.1 322.0 68.0 1.0 "2011-01-26 10:05:00" 63.0 1.2 3.0 -38.0
53.0 2.5 324.0 67.0 1.0 "2011-01-26 10:05:00" 63.0 1.3 3.0 -36.0
56.0 3.9 0.0 66.0 3.0 "2011-01-26 10:05:00" 61.0 1.4 5.0 0.0
56.0 3.3 4.0 69.0 2.3 "2011-01-26 10:05:00" 63.0 2.1 6.0 4.0
53.0 5.6 6.0 69.0 2.3 "2011-01-26 10:05:00" 65.0 2.6 6.0 6.0
51.0 4.3 8.0 70.0 2.7 "2011-01-26 10:05:00" 64.0 2.6 6.0 8.0
54.0 4.0 18.0 70.0 1.9 "2011-01-26 10:05:00" 64.0 3.2 6.0 18.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
55.0 3.6 260.0 70.0 2.8 "2011-01-26 10:10:00" 64.0 2.2 23.0 -100.0
57.0 3.7 262.0 70.0 2.9 "2011-01-26 10:10:00" 65.0 2.8 23.0 -98.0
58.0 3.7 266.0 70.0 3.6 "2011-01-26 10:10:00" 64.0 2.3 23.0 -94.0
61.0 2.7 268.0 68.0 2.7 "2011-01-26 10:10:00" 64.0 2.2 23.0 -92.0
51.0 2.1 284.0 61.0 2.4 "2011-01-26 10:10:00" 56.0 1.5 0.0 -76.0
50.0 2.1 286.0 63.0 2.4 "2011-01-26 10:10:00" 56.0 1.5 0.0 -74.0
48.0 2.6 296.0 70.0 3.0 "2011-01-26 10:10:00" 59.0 1.3 1.0 -64.0
48.0 2.4 298.0 64.0 1.9 "2011-01-26 10:10:00" 56.0 1.0 1.0 -62.0
